text,intent_id,intent_label
how can i change currency type?,33,exchange_via_app
"i know i didn't make this payment showing up on my card, i don't remember this person at all.",16,card_payment_not_recognised
i forgot the code to access the app.,44,passcode_forgotten
why am i being charged a hidden fee?,15,card_payment_fee_charged
i'm not happy with service and would like to delete this account.,55,terminate_account
my statement has a charge that shouldn't have been made.,52,request_refund
what do i need to do to receive my payroll in the account?,50,receiving_money
someone is using my account,22,compromised_card
it seems someone used my card! there are a few transactions from a small town in the middle of nowhere that i definitely have not made! please prevent them from using it immediately!,22,compromised_card
can you tell me how to tell where my funds come from?,70,verify_source_of_funds
i used an atm in a foreign currency but the rate applied is wrong!,76,wrong_exchange_rate_for_cash_withdrawal
i found the card i thought i lost this morning. can i reactivate this card?,13,card_linking
"if the transfer details have already but reviewed and confirmed that they are correct, what other reason would cause my transfer to be declined?",27,declined_transfer
is payment required to get a card of my own?,43,order_physical_card
why am i seeing a transfer fee?,64,transfer_fee_charged
are transfers to a beneficiary possible,7,beneficiary_not_allowed
do i need to use a limit on top-ups?,60,top_up_limits
what does my daughter need to open an account?,1,age_limit
i got double charged!,63,transaction_charged_twice
i need to change my pin. can i do that at a cash machine?,21,change_pin
is american express accepted?,54,supported_cards_and_currencies
"around one or two weeks ago i purchased something but there's seems to be an issue. i have already received one of the items, but today the money was placed back into my account. what is happening?",53,reverted_card_payment?
i have a transaction that shows several times,63,transaction_charged_twice
can i top-up my card using a bank transfer.,65,transfer_into_account
how many disposable virtual cards can you have?,29,disposable_card_limits
my top-up is taking a very long time to complete.,47,pending_top_up
"while doing a transfer, it says declined.",27,declined_transfer
is there a way to see where my money originally came from?,70,verify_source_of_funds
why is my withdrawal still pending?,46,pending_cash_withdrawal
why would an atm swallow my card?,18,card_swallowed
are there any atm machines near me?,3,atm_support
what countries can i travel to and have access to their currencies?,36,fiat_currency_support
my top-up appears to be pending.,47,pending_top_up
"i have a us credit card, will you accept it?",54,supported_cards_and_currencies
i can't see my cash deposit in my account.,6,balance_not_updated_after_cheque_or_cash_deposit
can someone help me unblock my pin?,49,pin_blocked
i lost the code and can not get into the app. help!,44,passcode_forgotten
is it possible to order a card?,43,order_physical_card
are there charges for cash withdrawals?,19,cash_withdrawal_charge
my account is depleted. can i transfer funds from another bank?,65,transfer_into_account
"i just topped up, and the app denied it.",59,top_up_failed
where can i find an atm to use this card?,3,atm_support
"my money has gone missing. i had recently added money in, and saw it was there and went through. now it's missing. what is happening?",61,top_up_reverted
could you please activate my card,0,activate_my_card
is my card ready for use or does it need activated and if so how?,0,activate_my_card
can you tell me what i steps i should take since my card was stolen?,42,lost_or_stolen_phone
i sent a check into the system but still haven't received the cash yet,6,balance_not_updated_after_cheque_or_cash_deposit
what do i have to do to get a visa credit card?,73,visa_or_mastercard
how do i order a replacement for stolen card?,22,compromised_card
why can't i activate my card?,0,activate_my_card
does a discount apply if i exchange currencies frequently?,31,exchange_charge
i want to top up by card,62,topping_up_by_card
what is the age limit?,1,age_limit
what are the charges for recieving sepa transfers?,56,top_up_by_bank_transfer_charge
how can i reset my darned pin number?,49,pin_blocked
"i requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money. i don't know what's going on, or why the money is getting into my account--could you please help?",51,Refund_not_showing_up
this isn't fair! i thought transfers could be made for free. i just made a purchase online from abroad and now see some strange fee that i've never seen before.,64,transfer_fee_charged
"i think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. can you please help?",20,cash_withdrawal_not_recognised
if my card was lost or stolen can i re-link it?,13,card_linking
how will i know where my funds are coming from?,70,verify_source_of_funds
my card didn't work at the atm in notting hill. is my card working?,26,declined_cash_withdrawal
fix my top up,59,top_up_failed
my cash withdrawal charged me the wrong exchange rate,76,wrong_exchange_rate_for_cash_withdrawal
what countries are you currently in?,24,country_support
can i get a card in the eu?,24,country_support
"how long does the ""pending"" period of a transfer take?",48,pending_transfer
i have a strange cash withdrawal in my statement,20,cash_withdrawal_not_recognised
what do i need to do to correct this failed transfer?,35,failed_transfer
i would like to cancel my order.,52,request_refund
where did the extra fee on my statement come from?,34,extra_charge_on_statement
i need to add express delivery if that's an option,12,card_delivery_estimate
what's the process for topping up my card?,62,topping_up_by_card
can you tell me why my card isn't letting me make purchases online? it's been 2 weeks i've been trying.,53,reverted_card_payment?
there is a fee from a transfer that is not supposed to be here!,64,transfer_fee_charged
i've been trying to do a transfer multiple times and have failed? is the system down?,35,failed_transfer
i've been charged an extra £1 and i don't know what it's for,34,extra_charge_on_statement
"i usually don't get charged for transfers, why was i this month?",64,transfer_fee_charged
how does identity check work?,74,why_verify_identity
"i made a mistake of transferring, can i cancel my previous transfer?",8,cancel_transfer
how do i change my account details?,30,edit_personal_details
"i made a card payment, but it has been declined?",25,declined_card_payment
"i need assistance finding out why i am unable to top-up my card, it keeps getting refused. it is extremely imperative i get this resolved quickly.",59,top_up_failed
"i tried using my card and it kept getting declined, why?",25,declined_card_payment
my transaction went through but i was charged a fee. why?,64,transfer_fee_charged
please explain why my payment was declined? i thought everything was good.,25,declined_card_payment
"just received my replacement card, what steps do i need to take to activate it?",0,activate_my_card
why was my transfer charged fees?,64,transfer_fee_charged
"i tried topping up my account but it failed, can you help me?",59,top_up_failed
i would like to link my card to my account.,13,card_linking
i believe my credit card was stolen.,41,lost_or_stolen_card
my transaction is on the wrong account.,8,cancel_transfer
hello i changed my mind and really need a refund on one of things i bought recently. can you please cancel the transaction and get my money back. please it's urgent.,52,request_refund
how does a disposable virtual card work?,37,get_disposable_virtual_card
how do i know which countries you provide service in?,24,country_support
i need help making this transfer. i keep getting an error. i'm trying to purchase a flat but i need my mortgage payment to go through first. can you help?,35,failed_transfer
"i need to set up an account for my daughter, how would i do that?",1,age_limit
tell me about the card pin?,38,get_physical_card
where is my refund? i have been checking my account all day.,51,Refund_not_showing_up
will i be charged for topping up?,57,top_up_by_card_charge
"top up my card please, which y'all support?",54,supported_cards_and_currencies
has my account been frozen? i tried to use my card but the atm would not dispense cash.,26,declined_cash_withdrawal
how long does a payment usually show as pending? is it normal that mine is still pending?,45,pending_card_payment
why won't you let me name x as a beneficiary?,7,beneficiary_not_allowed
why is my check still not showing up on my account? it's been a week already,6,balance_not_updated_after_cheque_or_cash_deposit
"something is wrong, my top-up is gone and i don't know what happened to my money.",61,top_up_reverted
why is the payment showing as pending from things i bought this morning?,45,pending_card_payment
can i receive money in a different countries money?,50,receiving_money
what documentation do i need for the identity check?,69,verify_my_identity
"i tried to take money from my card, but it didn't work. later i saw that the transaction is still in progress. what's goign on?",46,pending_cash_withdrawal
is there any fees for top ups?,57,top_up_by_card_charge
"since my id hasn't been verified, when can i use my account?",74,why_verify_identity
why is checking my identity important?,74,why_verify_identity
can i use my card anywhere i want?,10,card_acceptance
"i have been doing some online shopping, but when checking out, it keeps getting declined. i tried a few times and it wouldn't work. what could be wrong?",27,declined_transfer
how do i go about transferring money into my bank account?,65,transfer_into_account
is there a reason to why i was charged twice for a transaction?,63,transaction_charged_twice
how do i transfer money using a credit card?,62,topping_up_by_card
why can i not take out cash?,26,declined_cash_withdrawal
what happens when a beneficiary can't receive my transfer?,7,beneficiary_not_allowed
how do i go about verifying my identity?,69,verify_my_identity
"i need to get a card, but i live in the us.",24,country_support
i want to know the source of my funds.,70,verify_source_of_funds
can i set automatic top ups?,4,automatic_top_up
i lost my phone and need help protecting it.,42,lost_or_stolen_phone
why would i be charged more than once for the same transaction?,63,transaction_charged_twice
how can my friend transfer money to me?,50,receiving_money
atm would not give me cash,26,declined_cash_withdrawal
"hi, i would like to file a claim for an inquiry. i am a frequent customer of the company in question and have never had any issue with my purchases, payments, or otherwise. however, the price deducted for an item i purchased a couple of weeks ago has been returned to my checking account. was there an issue with my payment? the item has already been delivered to me.",53,reverted_card_payment?
can you tell me if i can hold money in several currencies?,36,fiat_currency_support
i have trouble proving my identity.,68,unable_to_verify_identity
i want to delete my account. how do i do this?,55,terminate_account
i was removing a dollar amount from my account and now don't have access to my card.,18,card_swallowed
which kind of documentation do i need for identity check?,69,verify_my_identity
how do i go about topping up with google pay?,2,apple_pay_or_google_pay
"hi, i sent a payment to the wrong account number - can you cancel it as soon as possible?",8,cancel_transfer
how do i go forth verifying my top-up card?,71,verify_top_up
where is the virtual card located?,40,getting_virtual_card
how does my statement get updated so i know when a refund will reflect on my balance,51,Refund_not_showing_up
after i got married i need to change my name,30,edit_personal_details
how do i change to aud from gbp?,33,exchange_via_app
my card is not able to be activated how do i get it to work?,0,activate_my_card
is my card activated?,0,activate_my_card
i need to change my name since i got married,30,edit_personal_details
i have a cash withdrawal in my statement. why is that?,20,cash_withdrawal_not_recognised
"i tried to withdraw $100, all it gave me was $20.",75,wrong_amount_of_cash_received
what is the reason for that,14,card_not_working
"i tried using a check to update my balance, but it isn't work? is something wrong?",6,balance_not_updated_after_cheque_or_cash_deposit
what proof do you need for my identification?,68,unable_to_verify_identity
is there anywhere i can't use my card?,10,card_acceptance
do all atms accept this card?,3,atm_support
can i make transfers before identity verification?,74,why_verify_identity
"i was wondering why my payment hasn't gone through yet, its been a while.",45,pending_card_payment
how much does it cost to do a transfer?,56,top_up_by_bank_transfer_charge
can i edit my personal details?,30,edit_personal_details
what do i do if my card is expiring soon?,9,card_about_to_expire
there's a payment in the app that i didn't authorize.,16,card_payment_not_recognised
can i add money to top up my account via a bank transfer?,65,transfer_into_account
do i need to verify my identity every time i log into my account?,74,why_verify_identity
is there a charge for using an european bank card for top up?,57,top_up_by_card_charge
what currencies can i use?,54,supported_cards_and_currencies
i can't find the top-up card verification code.,71,verify_top_up
i received an extra charge for using the card. why?,15,card_payment_fee_charged
do you have a list of cards and currencies you support?,54,supported_cards_and_currencies
my account says i have a pending transfer.,48,pending_transfer
where is my pin? i don't have it yet,38,get_physical_card
i tried to withdraw cash from your atm but my transaction was cancelled.,26,declined_cash_withdrawal
can i get a physical card online,43,order_physical_card
will the card be a mastercard or a visa?,73,visa_or_mastercard
what happens when my card expires?,9,card_about_to_expire
"my identity isn't being accepted, what should i do?",68,unable_to_verify_identity
"why wasn't it obvious that you charge for payments? if you put the fees in an easy to read format, this could have been avoided.",15,card_payment_fee_charged
why is my atm cash withdrawal showing up as a pending transaction?,46,pending_cash_withdrawal
how long does it take to receive my card?,12,card_delivery_estimate
i would like to change my adress,30,edit_personal_details
where to funds come from,70,verify_source_of_funds
my purchases from this morning are showing up as payment pending. can you tell me why?,45,pending_card_payment
when will my transfer move from pending to confirmed?,48,pending_transfer
my identity verification is not working.,68,unable_to_verify_identity
is there a way to tell where the money came from?,70,verify_source_of_funds
"according to the app, i got cash from an atm but i haven't made any transactions.",20,cash_withdrawal_not_recognised
i tried activating my card and it didn't work,0,activate_my_card
i made a deposit this morning but it is still pending?,6,balance_not_updated_after_cheque_or_cash_deposit
atm still has my card,18,card_swallowed
when can i expect my card? i live in the us.,12,card_delivery_estimate
is there such thing as top up by cheque?,58,top_up_by_cash_or_cheque
in a recent withdrawal i received less cash than i expected to receive. did someone make an error with the exchange rate?,76,wrong_exchange_rate_for_cash_withdrawal
"lost my phone, what is account security?",42,lost_or_stolen_phone
do i need to choose gbp to get my salary deposited properly?,50,receiving_money
why top up is not working even if i got my american express in apple bay?,2,apple_pay_or_google_pay
i didn't receive the correct amount of cash,75,wrong_amount_of_cash_received
can topping up be automatic?,4,automatic_top_up
where do you get your exchange rates from?,32,exchange_rate
tell me if there are any top-up limits?,60,top_up_limits
in what atm can i change my pin?,21,change_pin
the app is showing a direct debit payment that i never made,28,direct_debit_payment_not_recognised
why did you charge me extra when i withdrew cash?,19,cash_withdrawal_charge
"i live in america, but i would like a card.",24,country_support
i have a payment listed as cancelled.,53,reverted_card_payment?
help me access the card i already got so i can information from it.,13,card_linking
can i use this card at an atm?,3,atm_support
what are limits to top up,60,top_up_limits
i want to transfer money. how do i do that for my account?,65,transfer_into_account
i tried to withdraw $100 but only got $20. what happened?,75,wrong_amount_of_cash_received
why did i need to verfiy my identity?,74,why_verify_identity
do i have to verify my identity?,74,why_verify_identity
where do i find the exchange rate?,31,exchange_charge
i am not happy with your company. please delete my account asap.,55,terminate_account
"hi, i tried to withdraw some money from an atm and the machine was broken. it says that the transaction is still in progress. can you double check to see what's happening? i don't want to be charged since i was not able to withdraw the money.",46,pending_cash_withdrawal
can you explain the disposable cards to me?,37,get_disposable_virtual_card
what is the max amount of top-ups?,60,top_up_limits
why is there a direct debit fee in the app when i didn't do it?,28,direct_debit_payment_not_recognised
i think i was double charged,63,transaction_charged_twice
my card is being declined online. could you tell me what might be broken or wrong with the account?,27,declined_transfer
what would the approximate delivery date be if i transferred something urgently to china?,67,transfer_timing
when will i get my card?,11,card_arrival
are you able to make exchanges to eur?,36,fiat_currency_support
"i just took some cash out of a cash machine in heathrow airport because i wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",19,cash_withdrawal_charge
i want to use my american express for adding money into my account.,54,supported_cards_and_currencies
what are the disposable cards for?,37,get_disposable_virtual_card
what are the exchange rates for foreign currency atms,76,wrong_exchange_rate_for_cash_withdrawal
do you charge extra for exchanging currencies?,31,exchange_charge
i have withdrawn cash from atm but i received the wrong amount. i want cash back as in app its showing actual amount which i got. please help me in this.,75,wrong_amount_of_cash_received
my card doesn't seem to work anymore,14,card_not_working
why am i still not able to see the money i deposited a week ago? this is urgent!!,6,balance_not_updated_after_cheque_or_cash_deposit
why is there a random withdrawal in my app?,20,cash_withdrawal_not_recognised
it looks like my top up didn't work. why?,59,top_up_failed
i'm confused. my contactless is suddenly not working anywhere that i try to use it. how do i fix it?,23,contactless_not_working
why is my payment declined? it looked like everything worked ok and my account was fine.,25,declined_card_payment
does this program take swift transfers?,56,top_up_by_bank_transfer_charge
how are your exchange rates calculated?,32,exchange_rate
am i able to get both a visa and mastercard from you?,73,visa_or_mastercard
is my card actually working? it's the first time i tried using it,26,declined_cash_withdrawal
is the atm broken? i can't get cash from it.,26,declined_cash_withdrawal
i have been charged twice this week for a couple of things on my card. can you please check this out for me and return the double charged items back?,63,transaction_charged_twice
my card is being declined for a purchase. i bought items before and the card worked. do you know what the problem is?,53,reverted_card_payment?
how do i change my currency to another?,33,exchange_via_app
i lost my phone and need help securing it.,42,lost_or_stolen_phone
show me how to change my pin?,21,change_pin
why does the same transaction appear multiple times?,63,transaction_charged_twice
if im not using my account should i close it or just let it sit,55,terminate_account
would i be charged for exchanging currencies?,31,exchange_charge
why can i not do a transfer,7,beneficiary_not_allowed
can i purchase with cash or cheque?,58,top_up_by_cash_or_cheque
my contactless payments have not been completed successfully.,23,contactless_not_working
can i use my account even though the identity verification has not passed yet?,74,why_verify_identity
is pin delivered separately?,38,get_physical_card
how many transactions can i make with a disposable card,37,get_disposable_virtual_card
"i want to reactivate my card, i thought i had lost it but found it again in my jacket.",13,card_linking
"i transferred money yesterday, but it still isn't available?",48,pending_transfer
i think there was an error in your exchange rate.,17,card_payment_wrong_exchange_rate
what is wrong with the exchange rate? this should have been a much higher amount of cash for that to apply.,76,wrong_exchange_rate_for_cash_withdrawal
is there a fee to exchange currency?,31,exchange_charge
"my card is stuck in the atm, what can i do?",18,card_swallowed
"help, my phone was stolen, please advise!",42,lost_or_stolen_phone
i am having trouble with the app recognizing me.,68,unable_to_verify_identity
can i get a visa from you?,73,visa_or_mastercard
i didn't set up a direct debit payment on my account.,28,direct_debit_payment_not_recognised
do i have to go to the bank to change my pin?,21,change_pin
why am i being asked to verify my identity?,74,why_verify_identity
the app doesn't think that i am myself,68,unable_to_verify_identity
besides usd what other currencies can i have?,36,fiat_currency_support
i have been travelling overseas and i need to change my pin. can you tell me how this is done?,21,change_pin
how can i obtain a virtual card?,40,getting_virtual_card
how do i add a new card?,13,card_linking
i cannot make a transfer to another account.,7,beneficiary_not_allowed
where did this fee come from?,34,extra_charge_on_statement
does delivery to the us take long?,12,card_delivery_estimate
what is the best way to exchange currency between usd and gbp using your app?,33,exchange_via_app
"i want to reactivate my card, i thought i had lost it but i found it.",13,card_linking
do you accept credit cards from the us,54,supported_cards_and_currencies
the exchange rate was different when i got cash,76,wrong_exchange_rate_for_cash_withdrawal
balance is not up to date.,5,balance_not_updated_after_bank_transfer
is there a fee to get an actual card?,43,order_physical_card
"i've obtained the card, how do i enable it on the app?",13,card_linking
i sent a transfer and it has been pending for awhile. how long will it stay pending?,48,pending_transfer
whats the max i can top up,60,top_up_limits
can i use my card while on vacation overseas?,10,card_acceptance
"hi, i have transferred money but beneficiary's account is credited with less amount. now i have transfer the difference of the amount. i think there is some issue, could you please look into this.",64,transfer_fee_charged
"i need your help to check my account, please! my card keeps being declined at the atm, and i've already tried two different ones!",26,declined_cash_withdrawal
how do disposable cards work?,37,get_disposable_virtual_card
why did i get charged extra?,15,card_payment_fee_charged
is there a fee for exchanging foreign currencies?,31,exchange_charge
why did i not get a virtual card yet?,40,getting_virtual_card
who can put money in my account?,70,verify_source_of_funds
i've got a repeated tranasaction on my card.,63,transaction_charged_twice
is the pin delivered separately?,38,get_physical_card
when will my transfer arrive,66,transfer_not_received_by_recipient
can you assist on apple watch top ups?,2,apple_pay_or_google_pay
"while abroad, i got cash, and the exchange rate applied is wrong.",76,wrong_exchange_rate_for_cash_withdrawal
"i transferred money, why was charged for an extra fee?",64,transfer_fee_charged
what locations can i top up with cash?,58,top_up_by_cash_or_cheque
i need to get an actual card so that i can use it for in person transactions. how would i do this?,43,order_physical_card
i've transferred money before without issue but now i am encountering an error stating that it isn't possible. why is that?,7,beneficiary_not_allowed
"i need to change my name, since i just got married",30,edit_personal_details
areas card is accpeted,10,card_acceptance
i live in the us can i still get a card?,24,country_support
"if i am overseas, how do i change my pin?",21,change_pin
what are the charges for topping up us card?,57,top_up_by_card_charge
i had to pay one pound more than the set price!,34,extra_charge_on_statement
"there seems to be an additional charge of £1 on my statement, what is the reason for this?",34,extra_charge_on_statement
about this card pin?,38,get_physical_card
"someone has copied my card. i have my card with me, but someone just made a 500£ cash withdrawal. please help now.",20,cash_withdrawal_not_recognised
"i accidentally entered in my retailers information, what should i do next",66,transfer_not_received_by_recipient
i wanted to top up my account and it doesn't look like it worked,59,top_up_failed
how long will it take to get to me?,12,card_delivery_estimate
can i have a non virtual card?,43,order_physical_card
how can i locate the virtual card?,40,getting_virtual_card
what age do you have to be to open an account?,1,age_limit
how long does it take for cash withdrawals to hit my account?,46,pending_cash_withdrawal
"i have one of your cards already, how do i link it?",13,card_linking
"hi, please help me to request cash back. as i have been withdrawn money from atm, but i got wrong amount. in application its showing the amount i have been charged through.",75,wrong_amount_of_cash_received
is it possible to reactivate the card i thought i lost but found this morning in my jacket?,13,card_linking
"i have been waiting for my transfer, shouldn't it be here already?",67,transfer_timing
"my work sends me all over the world, can i get a discount for all the money i have to exchange?",31,exchange_charge
my top up failed.,59,top_up_failed
on my last transaction it seem that my top-up was not successful.,61,top_up_reverted
"i tried to make a transfer, but it was declined. can you tell me why?",27,declined_transfer
how can we correct a mistake on an atm transaction? the app shows what i should have gotten.,75,wrong_amount_of_cash_received
"i found my card in my jacket this morning, so can i reactivate it?",13,card_linking
are cards from the us accepted?,54,supported_cards_and_currencies
can a card stop working?,14,card_not_working
i just purchased a disposable virtual card. am i able to use it for online purchases immediately?,37,get_disposable_virtual_card
what is the source of funds for my money?,70,verify_source_of_funds
i did a transfer and i was charged a fee that shouldn't be there!,64,transfer_fee_charged
what does it mean if my payment was reverted?,53,reverted_card_payment?
"needed gas, been delayed for half an hour.please fix it!",47,pending_top_up
why hasn't the money transfer arrived yet?,66,transfer_not_received_by_recipient
why was i charged multiple times for the same thing?,63,transaction_charged_twice
why haven't i gotten my payment yet?,45,pending_card_payment
how long does it take to get my card? can i choose when to receive it?,12,card_delivery_estimate
there is a withdrawal waiting.,46,pending_cash_withdrawal
why did the atm give me less money than what i requested?,75,wrong_amount_of_cash_received
why is my virtual card is being declined?,72,virtual_card_not_working
can i top-up any amount?,60,top_up_limits
the atm is declining my card. i tried at two different atms. can you tell me if there's anything wrong with my account?,26,declined_cash_withdrawal
a debit came through that i need to dispute.,28,direct_debit_payment_not_recognised
is there any way to get my salary in a different currency?,50,receiving_money
"help me! when i was abroad, the exchange rate was wrong.",76,wrong_exchange_rate_for_cash_withdrawal
the person i sent money to hasn't gotten it yet!,66,transfer_not_received_by_recipient
my transfer to beneficiary didn't go through,7,beneficiary_not_allowed
why couldn't i get cash in the atm?,26,declined_cash_withdrawal
how come i was charged extra when i withdrew cash?,19,cash_withdrawal_charge
how much will i be charged for making a transfer?,56,top_up_by_bank_transfer_charge
why do i have two charges it should only be one charge?,63,transaction_charged_twice
can you help me find top up by cash deposit?,58,top_up_by_cash_or_cheque
"i tried again to top up my card after doing it a couple days ago when it had worked. now, it doesn't seem to be working. can you tell me what the deal is here please?",59,top_up_failed
i thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. can you tell me what's going on?,61,top_up_reverted
is it possible to order a virtual card?,40,getting_virtual_card
where can i use my card?,10,card_acceptance
i have a charge for something i didn't buy.,16,card_payment_not_recognised
i want a physical card,43,order_physical_card
"my transfer was declined, why is that?",27,declined_transfer
"i don't want this account anymore, how do i delete it?",55,terminate_account
is there a way i can get a visa card?,73,visa_or_mastercard
my card suddenly quit working.,14,card_not_working
what happens if the atm doesn't give the right amount of money?,75,wrong_amount_of_cash_received
what is the purpose of the extra fee that is showing up on my statement?,34,extra_charge_on_statement
is there a list of where i can use my card?,10,card_acceptance
could i raise a dispute for a large payment that i found out was not done by me in my couple of last statements? i am aware its delayed now. please help me out.,28,direct_debit_payment_not_recognised
can you tell me the countries you operate in?,24,country_support
why is my cash request and the amount i received different?,75,wrong_amount_of_cash_received
why was i charged a fee? i thought shopping was free?,15,card_payment_fee_charged
i do not recognise this card payment.,16,card_payment_not_recognised
how many days until the money will be in my account?,67,transfer_timing
"what currencies can i not hold many in, if so what are they?",36,fiat_currency_support
i can't recognise this direct debit payment.,28,direct_debit_payment_not_recognised
i don't think i made this transaction on my statement,16,card_payment_not_recognised
why have i not received a virtual card yet?,40,getting_virtual_card
"i tried topping up but my funds seem to be pending. i want to buy something right now, what do i do?",47,pending_top_up
my money transfer has not arrived.,66,transfer_not_received_by_recipient
i attempted to deposit a cheque yesterday but the balance isn't showing today. is it still pending?,6,balance_not_updated_after_cheque_or_cash_deposit
how do i activate a new card?,0,activate_my_card
i tried to make a transfer and it was declined. why?,27,declined_transfer
"i would like to exchange currencies, how do i go upon it?",33,exchange_via_app
"i changed the currency, but why is it costing more?",17,card_payment_wrong_exchange_rate
why hasn't my cash been deposited yet?,6,balance_not_updated_after_cheque_or_cash_deposit
"lost my phone, dont want others to use it.",42,lost_or_stolen_phone
how long should i have to wait before i see the transfer in my account?,67,transfer_timing
how many top-ups can i use?,60,top_up_limits
do i have to pay for topping up by transfer?,56,top_up_by_bank_transfer_charge
is it possible to use an atm when i am not in the country and make a withdraw with out extra fees?,76,wrong_exchange_rate_for_cash_withdrawal
my card is about to expire. are there any costs with a replacement card? how quick do you mail it to me?,9,card_about_to_expire
i bought an item and the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
a withdrawal is showing that i don't recognize,20,cash_withdrawal_not_recognised
is there an issue with my account? i don't see a cheque deposit that i made yesterday. please assist.,6,balance_not_updated_after_cheque_or_cash_deposit
"i was out today looking forward to paying with my new card, turns out the payment kept getting declined. this is really sad, what's going on?",25,declined_card_payment
will you tell me how i am supposed to use the disposable cards?,37,get_disposable_virtual_card
i would like to exchange currency what types are there?,33,exchange_via_app
my transfer says pending. what does that mean?,48,pending_transfer
"hello, i have a question concerning an unfamiliar fee that i notice on my account. i see that you guys charge for atm withdrawal. never notice this fee until now. can you please explain?",19,cash_withdrawal_charge
i am confused about your fee structure and was disappointed to see a fee for my transfer.,64,transfer_fee_charged
my atm withdraw is stillpending,46,pending_cash_withdrawal
why would i need a disposable card?,37,get_disposable_virtual_card
i tried to buy something online yesterday but it kept saying declined. tried again today but same thing happened. what's broken?,27,declined_transfer
i think my child used my card while i wasn't home.,22,compromised_card
i need help fixing my contactless. it's not working anywhere i go today.,23,contactless_not_working
please provide currency exchange rates,31,exchange_charge
"hello, there was an error while attempting top-up with my card this morning. i was able to use the card two days ago with no issues. could you please assist?",59,top_up_failed
"i cannot seem to buy something online with my card? the payment comes back, what's going on?",53,reverted_card_payment?
can you please show me where i can find the location to link my card?,13,card_linking
does the card you sent have a tracking number?,11,card_arrival
what can i do to verify my card?,71,verify_top_up
i have tried using my card for the first time at the atm of notting hill to withdrawal cash but it didn't work. does this mean my card isn't working?,26,declined_cash_withdrawal
why can't i get cash out?,26,declined_cash_withdrawal
i was charged twice.,63,transaction_charged_twice
"my money, where is it coming from?",70,verify_source_of_funds
"hi, yesterdays i was unable to do online shopping as it was getting declined. today i am facing the same issue. please help me in this respect.",27,declined_transfer
can cards be delivered? where?,43,order_physical_card
where do i get a disposable virtual card?,37,get_disposable_virtual_card
can you provide a reason as to why my transfer did not work?,35,failed_transfer
are there any top-up limits that i must follow?,60,top_up_limits
"i want to top up by using a credit card, which ones do you support?",54,supported_cards_and_currencies
i noticed an extra fee when i paid with my card.,15,card_payment_fee_charged
how do i go about ordering a card?,43,order_physical_card
what's with not verifying my id?,68,unable_to_verify_identity
i made a currency exchange and think i was charged more than i should of been.,17,card_payment_wrong_exchange_rate
i answered so many questions about my identity. why do you need this info?,74,why_verify_identity
won't let me top my card up!! who can get it sorted out for me? it's urgent! how do i find out what the problem is with my card and how else to top it up?,59,top_up_failed
what do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
how long the card validity,14,card_not_working
why have i been charged twice?,63,transaction_charged_twice
there's a refund missing from my statement,51,Refund_not_showing_up
i transferred money to my account but it is not showing.,5,balance_not_updated_after_bank_transfer
can i pay more to get it deliver quicker?,12,card_delivery_estimate
are there any fiat currencies that you will not work with?,36,fiat_currency_support
is the exchange rate current?,32,exchange_rate
can i directly transfer my salary onto here?,50,receiving_money
"hey i am standing in front of an atm here, it only gave me 10 pounds even though i wanted to withdraw 30! seems like the app has 30 pounds, what do i do??",75,wrong_amount_of_cash_received
i don't think the exchange rate was right.,76,wrong_exchange_rate_for_cash_withdrawal
my card is about to expire. how much does it cost to order a new one and how fast will i get it?,9,card_about_to_expire
i got a message that i cannot name x as a beneficiary.,7,beneficiary_not_allowed
i want to cancel my card. i think someone else is using it.,22,compromised_card
if i wanted to make a change from gbp to aud what is the process?,33,exchange_via_app
i am trying to transfer and it has been stopped why is that,7,beneficiary_not_allowed
my card isn't here yet.,11,card_arrival
what is this charge i didnt do it what can i do,28,direct_debit_payment_not_recognised
where can the cards be delivered?,43,order_physical_card
card delivery services? where?,43,order_physical_card
do i have to pay any fees in order to receive money?,56,top_up_by_bank_transfer_charge
i need to change my pin.,21,change_pin
who do i call to cancel a transfer?,8,cancel_transfer
"hi, as suggested by you, i have asked the seller to initiate the refund, it has been a week and i haven't received my money. please advise.",51,Refund_not_showing_up
"when i made a transfer, there was a fee. why?",64,transfer_fee_charged
"i need to order a new card, can you please direct me to the virtual cards?",40,getting_virtual_card
what do i do if i can't access the app?,42,lost_or_stolen_phone
how long does it take for a money transfer to show?,48,pending_transfer
are there specific atm's i can use with this card?,3,atm_support
why am i getting a fee on a card payment?,15,card_payment_fee_charged
i need my card quick,12,card_delivery_estimate
i still don't have my pin.,38,get_physical_card
can you help my fix my contactless?,23,contactless_not_working
what foreign exchange rate will i get on weekdays and on the weekends?,32,exchange_rate
there is a strange payment on my statement. what should i do?,16,card_payment_not_recognised
is my card broken? i can't get cash out of the atm,26,declined_cash_withdrawal
today i used my card at a restaurant and it was declined. why?,14,card_not_working
what do i do if my smart phone was stolen?,42,lost_or_stolen_phone
